element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ne,1,"=""458.5876""","=""0.0020""","=""100""","=""""",,"=""150772.1118""","=""172572.12""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[5/2]*""","=""2""",,"=""""","=""L3469""",
Sr,2,"=""458.591""","=""0.010""","=""""","=""7.0e+06""",D,"=""56057.9""","=""77857.6""","=""4p6.6p""","=""2P*""","=""3/2""","=""4p6.9s""","=""2S""","=""1/2""",,"=""T4515""","=""L3450""",
Ca,1,"=""458.596""","=""""","=""24""","=""2.5e+06""",D,"=""20371.000""","=""42170.558""","=""3p6.3d.4s""","=""3D""","=""3""","=""3p6.4s.4f""","=""3F*""","=""3""",,"=""T539n,T866,LS""","=""L6097""",
Cs,2,"=""458.5964""","=""0.0002""","=""88""","=""""",,"=""157071.2245""","=""178870.780""","=""5p5.(2P*<3/2>).7p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""2""",,"=""""","=""L12126""",
V,1,"=""458.5973""","=""0.0002""","=""270000""","=""""",,"=""10892.520""","=""32692.042""","=""3d3.4s2""","=""a 2G""","=""7/2""","=""3d3.(2H).4s.4p.(3P*)""","=""z 4H*""","=""7/2""",,"=""""","=""L15916""",
Th,1,"=""458.60386""","=""0.00004""","=""61""","=""""",,"=""14032.085336""","=""35831.2890""","=""6d.7s2.7p""","=""3D*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Th,2,"=""458.6061""","=""0.0003""","=""630""","=""""",,"=""21297.41708""","=""43096.5338""","=""5f.(2F*).6d2.(3F)""","=""*""","=""5/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",,"=""""","=""L2372""",
Th,1,"=""458.60625""","=""0.00004""","=""92""","=""""",,"=""16346.64962""","=""38145.7369""","=""5f.6d2.7s""","=""5H*""","=""4""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Cr,1,"=""458.61354""","=""0.00006""","=""47""","=""2.7e+06""",D,"=""25106.2953""","=""46905.0382""","=""3d4.4s2""","=""a 3F""","=""3""","=""3d4.(3H).4s.4p.(3P*)""","=""z 3G*""","=""4""",,"=""T3963""","=""L14866""",
Ne,1,"=""458.6145""","=""0.0020""","=""20""","=""""",,"=""150772.1118""","=""172570.83""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Mg,3,"=""458.6200""","=""""","=""4""","=""""",,"=""562939.5""","=""584737.9""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""""","=""L1434""",
Fe,1,"=""458.62310""","=""0.00017""","=""182""","=""""",,"=""35257.324""","=""57055.616""","=""3d7.(4F).4p""","=""z 5G*""","=""4""","=""3d6.4s.(6D).5d""","=""5G""","=""3""",,"=""""","=""L11631""",
Th,2,"=""458.62723""","=""0.00004""","=""61""","=""""",,"=""24757.50727""","=""46555.6000""","=""5f.(2F*).6d2.(3F)""","=""*""","=""9/2""","=""5f.6d.(3G*).7p""","=""""","=""11/2""",,"=""""","=""L5951""",
Cu,2,"=""458.6274""","=""0.0003""","=""300""","=""""",,"=""123016.8175""","=""144814.9118""","=""3d9.(2D<3/2>).5p""","=""2[5/2]*""","=""3""","=""3d9.(2D<5/2>).7s""","=""2[5/2]""","=""3""",,"=""""","=""L869c171""",
V,1,"=""458.63661""","=""0.00012""","=""5700000""","=""5.2e+06""",B+,"=""323.432""","=""22121.079""","=""3d3.4s2""","=""a 4F""","=""7/2""","=""3d3.(4F).4s.4p.(3P*)""","=""z 4G*""","=""9/2""",,"=""T9399""","=""L15916""",
Nd,1,"=""458.662""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""458.66206""","=""0.00006""","=""38""","=""""",,"=""17272.25153""","=""39068.6896""","=""5f.6d.(3G*).7s""","=""2G*""","=""9/2""","=""5f2.(3F).6d""","=""""","=""7/2""",,"=""""","=""L5951""",
W,1,"=""458.6832""","=""""","=""40""","=""4.20e+05""",B,"=""9528.06""","=""31323.48""","=""5d4.6s2""","=""3P2""","=""0""","=""""","=""*""","=""1""",,"=""T4976""","=""L153""",
Ti,1,"=""458.6917""","=""0.0003""","=""6""","=""""",,"=""19573.974""","=""41368.996""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""4""","=""3d2.4s.(2F).5s""","=""3F""","=""3""",,"=""""","=""L10989""",
Cu,1,"=""458.697""","=""0.006""","=""1300h""","=""3.20e+07""",C+,"=""41153.47""","=""62948.26""","=""3d9.(2D).4s.4p.(3P*)""","=""4F*""","=""7/2""","=""3d9.4s.(3D).5s""","=""4D""","=""5/2""",,"=""T1343""","=""L772""",
Gd,1,"=""458.699""","=""""","=""160""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Cr,1,"=""458.6990""","=""0.0004""","=""8""","=""""",,"=""24286.5418""","=""46081.255""","=""3d5.(4D).4s""","=""b 5D""","=""1""","=""3d4.(3F1).4s.4p.(3P*)""","=""w 5D*""","=""0""",,"=""""","=""L9190""",
Fe,1,"=""458.6992""","=""0.0003""","=""71""","=""""",,"=""24118.819""","=""45913.497""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""3""",,"=""""","=""L11631""",
In,2,"=""458.703""","=""0.004""","=""520""","=""4.7e+06""",D+,"=""124830.176""","=""146624.75""","=""5s.6d""","=""3D""","=""3""","=""5s.9f""","=""3F*""","=""4""",,"=""T9131""","=""L3548c128""",
Sr,4,"=""458.7079""","=""0.002""","=""2""","=""""",,"=""245734.92""","=""267529.26""","=""4s2.4p4.(1S).4d""","=""2D""","=""5/2""","=""4s2.4p4.(3P<2>).5p""","=""2[1]*""","=""3/2""",,"=""""","=""L3647""",
Fe,1,"=""458.71273""","=""0.00006""","=""1510""","=""6.45e+05""",C,"=""28819.954""","=""50613.983""","=""3d7.(2H).4s""","=""a 1H""","=""5""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 1G*""","=""4""",,"=""T5720""","=""L11631""",
Th,2,"=""458.72080""","=""0.00006""","=""25""","=""""",,"=""12485.68373""","=""34279.3288""","=""5f.(2F*).6d2.(3F)""","=""*""","=""7/2""","=""5f2.(1G).7s""","=""""","=""7/2""",,"=""""","=""L5951""",
Th,1,"=""458.73320""","=""0.00021""","=""11""","=""""",,"=""15863.88829""","=""37656.9647""","=""6d3.(2D2).7s""","=""""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L3552""",
Fe,1,"=""458.7720""","=""0.0003""","=""89""","=""7.9e+05""",E,"=""32133.991""","=""53925.200""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""2""","=""3d7.(4F).4d""","=""f 5P""","=""1""",,"=""T2578n""","=""L11631""",
Th,2,"=""458.77559""","=""0.00005""","=""59""","=""""",,"=""12488.28836""","=""34279.3288""","=""5f.6d.(3F*).7s""","=""4F*""","=""9/2""","=""5f2.(1G).7s""","=""""","=""7/2""",,"=""""","=""L5951""",
W,2,"=""458.77688""","=""""","=""3""","=""""",,"=""31538.785""","=""53329.762""","=""""","=""""","=""5/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
Sc,1,"=""458.7769""","=""0.0010""","=""1""","=""""",,"=""25584.627""","=""47375.639""","=""3d.4s.(3D).4p""","=""2F*""","=""5/2""","=""""","=""2D""","=""3/2""",,"=""""","=""L4189c12""",
Xe,4,"=""458.778""","=""0.001""","=""8""","=""""",,"=""169001.5""","=""190792.5""","=""5s2.5p2.(3P).5d""","=""2D""","=""5/2""","=""5s2.5p2.(3P).6p""","=""4D*""","=""3/2""",,"=""""","=""L11502""",
Cr,1,"=""458.7817""","=""0.0004""","=""2""","=""""",,"=""24897.4635""","=""46688.2265""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d4.(3G).4s.4p.(3P*)""","=""w 5F*""","=""3""",,"=""""","=""L14866""",
Cr,1,"=""458.78705""","=""0.00019""","=""4""","=""""",,"=""24286.5418""","=""46077.0395""","=""3d5.(4D).4s""","=""b 5D""","=""1""","=""3d5.(4P).4p""","=""y 3D*""","=""1""",,"=""""","=""L14866""",
Ar,2,"=""458.7895""","=""0.0008""","=""3""","=""3.e+05""",C,"=""139258.3389""","=""161048.7411""","=""3s2.3p4.(3P).4s""","=""2P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""",,"=""T926""","=""L14821""",
Zn,1,"=""458.795""","=""0.004""","=""""","=""""",,"=""53672.2398""","=""75462.30""","=""3d10.4s.5s""","=""3S""","=""1""","=""3d10.4s.21p""","=""1P*""","=""1""",,"=""""","=""L13951""",
P,2,"=""458.804""","=""""","=""500""","=""1.7e+08""",D,"=""103339.14""","=""125128.87""","=""3s2.3p.4p""","=""3D""","=""2""","=""3s2.3p.4d""","=""3F*""","=""3""",,"=""T1619CA,LS""","=""L3986""",
Al,2,"=""458.8082""","=""""","=""5""","=""1.12e+06""",D,"=""121483.50""","=""143272.86""","=""3s.4d""","=""3D""","=""3""","=""3s.7f""","=""3F*""","=""3""",,"=""T6298c4,LS""","=""L3471""",
Ne,2,"=""458.81330""","=""0.00015""","=""160""","=""""",,"=""281720.2755""","=""303509.514""","=""2s2.2p4.(3P).3d""","=""2P""","=""3/2""","=""2s2.2p4.(3P<1>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L9088""",
Cu,2,"=""458.81661""","=""0.00015""","=""620""","=""""",,"=""116387.7873""","=""138176.8797""","=""3d9.(2D<5/2>).4d""","=""2[5/2]""","=""2""","=""3d9.(2D<3/2>).4f""","=""2[5/2]*""","=""2""",,"=""""","=""L869c171""",
Al,2,"=""458.8191""","=""""","=""400""","=""8.91e+06""",C+,"=""121483.92""","=""143272.86""","=""3s.4d""","=""3D""","=""2""","=""3s.7f""","=""3F*""","=""3""",,"=""T6298c4,LS""","=""L4575""",
Cr,2,"=""458.819836""","=""0.000013""","=""400""","=""1.2e+07""",D,"=""32836.6527""","=""54625.5946""","=""3d5""","=""b 4F""","=""7/2""","=""3d4.(5D).4p""","=""z 4D*""","=""5/2""",,"=""T4502""","=""L18847""",
Hf,1,"=""458.8220""","=""0.0011""","=""210""","=""""",,"=""25281.843""","=""47070.716""","=""5d3.(b 4F).6s""","=""b 3F""","=""3""","=""5d3.(b 4F).6p""","=""x 5D*""","=""3""",,"=""""","=""L16323""",
Th,2,"=""458.82252""","=""0.00003""","=""130""","=""""",,"=""16033.14845""","=""37821.9631""","=""5f.6d.(3D*).7s""","=""*""","=""5/2""","=""5f.7s.(3F*).7p""","=""""","=""3/2""",,"=""""","=""L5951""",
Th,1,"=""458.83500""","=""0.00021""","=""380""","=""""",,"=""11802.93238""","=""33591.1722""","=""6d3.(4P).7s""","=""5P""","=""2""","=""6d3.7p""","=""5G*""","=""3""",,"=""""","=""L3552""",
Ne,2,"=""458.8358""","=""0.0020""","=""22""","=""""",,"=""281720.2755""","=""303508.458""","=""2s2.2p4.(3P).3d""","=""2P""","=""3/2""","=""2s2.2p4.(3P<1>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L1406""",
Th,1,"=""458.842616""","=""0.000004""","=""3800""","=""""",,"=""10414.13700""","=""32201.99736""","=""5f.6d.7s2""","=""1G*""","=""4""","=""""","=""""","=""5""",,"=""""","=""L18702""",
W,1,"=""458.8734""","=""""","=""60""","=""""",,"=""26189.20""","=""47975.54""","=""5d4.6s.(6D).6p""","=""7D*""","=""3""","=""5d4.6s.(6D).7s""","=""7D""","=""4""",,"=""""","=""L153""",
V,1,"=""458.8768""","=""0.0002""","=""41000""","=""""",,"=""15688.862""","=""37475.102&dagger;""","=""3d4.(3F2).4s""","=""b 4F""","=""5/2""","=""3d3.(2D2).4s.4p.(3P*)""","=""w 2F*""","=""7/2""",,"=""""","=""L15916""",
Th,1,"=""458.88009""","=""0.00008""","=""15""","=""""",,"=""18614.33811""","=""40400.4192""","=""6d2.7s.7p""","=""5D*""","=""1""","=""""","=""""","=""2""",,"=""""","=""L5951""",
Hf,1,"=""458.8810""","=""0.0011""","=""42""","=""""",,"=""29996.8513""","=""51782.937""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3D*""","=""3""","=""""","=""5178""","=""2""",,"=""""","=""L16323""",
Th,1,"=""458.88437""","=""0.00006""","=""23""","=""""",,"=""17224.302340""","=""39010.1797""","=""6d2.7s.7p""","=""5F*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Th,2,"=""458.91222""","=""0.00003""","=""260""","=""""",,"=""12485.68373""","=""34270.2396""","=""5f.(2F*).6d2.(3F)""","=""*""","=""7/2""","=""5f2.(3H).6d""","=""""","=""9/2""",,"=""""","=""L5951""",
Hf,1,"=""458.9130""","=""0.0017""","=""120*""","=""""",,"=""23327.739""","=""45112.263""","=""5d3.(b 4F).6s""","=""b 3F""","=""2""","=""5d3.(b 4F).6p""","=""y 5F*""","=""3""",,"=""""","=""L16323""",
Hf,1,"=""458.9130""","=""0.0017""","=""120*""","=""""",,"=""27654.3580""","=""49438.825""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3F*""","=""3""","=""""","=""4944""","=""2""",,"=""""","=""L16323""",
Yb,1,"=""458.921""","=""""","=""70""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
S,1,"=""458.92606""","=""0.00005""","=""10""","=""2.98e-01""",D,"=""396.05648""","=""22179.9542""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p4""","=""1S""","=""0""",M1,"=""T8595,T7942c84""","=""L4347""",
Th,3,"=""458.926674""","=""0.000013""","=""1400""","=""""",,"=""0.00000""","=""21783.86935""","=""5f.6d""","=""3H*""","=""4""","=""5f2""","=""3F""","=""4""",,"=""""","=""L5951""",
In,2,"=""458.928""","=""0.006""","=""57bl""","=""""",,"=""124830.176""","=""146614.22""","=""5s.6d""","=""3D""","=""3""","=""5s.9f""","=""3F*""","=""2""",,"=""""","=""L3548c126""",
Th,1,"=""458.93280""","=""0.00021""","=""18""","=""""",,"=""13297.43316""","=""35081.0176""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L3552""",
Dy,1,"=""458.936""","=""""","=""2100""","=""1.37e+07""",B+,"=""0.000""","=""21783.407""","=""4f10.6s2""","=""5I""","=""8""","=""4f9.(6H*).5d.6s2""","=""5K*""","=""7""",,"=""T7148""","=""L3475""",
Th,2,"=""458.9445""","=""0.0003""","=""12""","=""""",,"=""14545.55724""","=""36328.6024""","=""5f.6d.(3D*).7s""","=""4D*""","=""5/2""","=""5f2.(3P).7s""","=""4P""","=""3/2""",,"=""""","=""L2372""",
Th,1,"=""458.95260""","=""0.00021""","=""11""","=""""",,"=""17501.17592""","=""39283.8257""","=""5f.6d2.7s""","=""5I*""","=""5""","=""""","=""""","=""4""",,"=""""","=""L3552""",
Th,1,"=""458.95985""","=""0.00006""","=""34""","=""""",,"=""19503.143490""","=""41285.4358""","=""6d2.7s.7p""","=""5F*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Cu,2,"=""458.9601""","=""0.0003""","=""220""","=""""",,"=""117928.2197""","=""139710.491""","=""3d9.(2D<3/2>).4d""","=""2[3/2]""","=""1""","=""3d8.(3F).4s.4p.(1P*)""","=""3F*""","=""2""",,"=""""","=""L869c171""",
In,2,"=""458.964""","=""0.004""","=""54bl""","=""5.2e+05""",D+,"=""124830.176""","=""146612.28""","=""5s.6d""","=""3D""","=""3""","=""5s.9f""","=""3F*""","=""3""",,"=""T9131""","=""L3548c126""",
Th,2,"=""458.96709""","=""0.00003""","=""170""","=""""",,"=""12488.28836""","=""34270.2396""","=""5f.6d.(3F*).7s""","=""4F*""","=""9/2""","=""5f2.(3H).6d""","=""""","=""9/2""",,"=""""","=""L5951""",
Al,2,"=""458.9674""","=""""","=""200""","=""1.56e+06""",D,"=""121483.92""","=""143265.83""","=""3s.4d""","=""3D""","=""2""","=""3s.7f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""L4575""",
Al,2,"=""458.9742""","=""""","=""300""","=""8.41e+06""",C,"=""121484.252""","=""143265.83""","=""3s.4d""","=""3D""","=""1""","=""3s.7f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""L4575""",
Ba,1,"=""458.9756""","=""""","=""22""","=""""",,"=""9033.966""","=""30815.512""","=""6s.5d""","=""3D""","=""1""","=""6s.7p""","=""3P*""","=""1""",,"=""""","=""L9224""",
Th,2,"=""458.98362""","=""0.00006""","=""20""","=""""",,"=""17771.06472""","=""39552.2315""","=""5f.(2F*).6d2.(3F)""","=""4H*""","=""11/2""","=""5f.6d.(3F*).7p""","=""""","=""9/2""",,"=""""","=""L5951""",
P,2,"=""458.986""","=""""","=""500""","=""1.6e+08""",D,"=""103165.61""","=""124946.73""","=""3s2.3p.4p""","=""3D""","=""1""","=""3s2.3p.4d""","=""3F*""","=""2""",,"=""T1619CA,LS""","=""L3986""",
Cr,2,"=""458.98966""","=""0.00009""","=""6""","=""1.2e+05""",D,"=""32844.7068""","=""54625.5946""","=""3d5""","=""b 4F""","=""3/2""","=""3d4.(5D).4p""","=""z 4D*""","=""5/2""",,"=""T3963n""","=""L18847""",
Ar,2,"=""458.98976""","=""0.00001""","=""25704""","=""6.64e+07""",A,"=""148620.1414""","=""170401.0170""","=""3s2.3p4.(1D).4s""","=""2D""","=""3/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""",,"=""T926""","=""L11520""",
Ti,2,"=""458.99466""","=""0.00004""","=""132""","=""1.3e+06""",D,"=""9975.9994""","=""31756.6406""","=""3d3""","=""a 2P""","=""3/2""","=""3d2.(3F).4p""","=""z 2D*""","=""3/2""",,"=""T2403n""","=""u37""",
Th,1,"=""459.01561""","=""0.00006""","=""25""","=""""",,"=""16217.482038""","=""37997.1303""","=""6d.7s2.7p""","=""1D*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L5951""",
Cr,1,"=""459.04676""","=""0.00019""","=""4""","=""""",,"=""36212.1339""","=""57990.296""","=""3d4.(5D).4s.4p.(3P*)""","=""z 3F*""","=""4""","=""""","=""e 3G""","=""5""",,"=""""","=""L14866""",
Sc,1,"=""459.0476""","=""0.0010""","=""4""","=""""",,"=""18504.058""","=""40282.159""","=""3d.4s.(3D).4p""","=""4P*""","=""1/2""","=""3d.4s.(3D).4d""","=""4S""","=""3/2""",,"=""""","=""L4189c12""",
V,2,"=""459.0489""","=""0.0007""","=""500""","=""""",,"=""30613.910""","=""52391.9627""","=""3d4""","=""d 3F1""","=""4""","=""3d3.(2D2).4p""","=""x 3F*""","=""3""",,"=""""","=""L10089c179""",
Hf,1,"=""459.0537""","=""0.0007""","=""1700""","=""""",,"=""18011.0647""","=""39788.926""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5G*""","=""2""","=""5d2.(3F).6s.(a 4F).7s""","=""b 5F""","=""2""",,"=""""","=""L16323""",
Zr,1,"=""459.055""","=""""","=""140""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Tm,1,"=""459.0649""","=""0.0005""","=""83""","=""6.9e+05""",B+,"=""15587.811""","=""37365.13""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""13/2""",,"=""T6708""","=""L2006""",
Cr,1,"=""459.06725""","=""0.00013""","=""9""","=""""",,"=""24299.8419""","=""46077.0395""","=""3d5.(4D).4s""","=""b 5D""","=""2""","=""3d5.(4P).4p""","=""y 3D*""","=""1""",,"=""""","=""L14866""",
S,2,"=""459.0769""","=""0.0012""","=""210""","=""""",,"=""130134.158""","=""151910.84""","=""3s2.3p2.(3P).4p""","=""4P*""","=""5/2""","=""3s2.3p2.(3P).5s""","=""2P""","=""3/2""",,"=""""","=""L5883""",
Fe,1,"=""459.0789""","=""0.0003""","=""155""","=""""",,"=""35379.208""","=""57155.857""","=""3d7.(4F).4p""","=""z 3G*""","=""5""","=""3d6.4s.(6D).5d""","=""7G""","=""4""",,"=""""","=""L11631""",
Yb,1,"=""459.083""","=""""","=""140""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Na,2,"=""459.0933""","=""0.0003""","=""160""","=""2.0e+06""",E,"=""308860.80""","=""330636.75""","=""2s2.2p5.3p""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""1""",,"=""T6036c79""","=""L914""",
O,2,"=""459.0972""","=""""","=""22""","=""8.85e+07""",B+,"=""206971.68""","=""228747.45""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""","=""2s2.2p2.(1D).3p""","=""2F*""","=""7/2""",,"=""T6172n""","=""L10621""",
Ru,1,"=""459.110""","=""""","=""110""","=""""",,"=""9183.66""","=""30958.80""","=""4d7.(a 4F).5s""","=""a 3F""","=""2""","=""4d7.(a 4F).5p""","=""z 5G*""","=""2""",,"=""""","=""L3475""",
Ce,2,"=""459.112""","=""""","=""130""","=""1.22e+07""",B,"=""8927.514""","=""30702.610""","=""4f.5d.(3H*).6s""","=""*""","=""11/2""","=""4f.5d.(3G*).6p""","=""""","=""9/2""",,"=""T8629""","=""L3475""",
S,2,"=""459.1123""","=""0.0012""","=""2400""","=""""",,"=""138509.175""","=""160284.25""","=""3s2.3p2.(1D).3d""","=""2F""","=""5/2""","=""3s2.3p2.(3P<1>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L5883""",
V,1,"=""459.11238""","=""0.00015""","=""300000""","=""""",,"=""26171.918""","=""47946.974""","=""3d4.(5D).4p""","=""y 4F*""","=""9/2""","=""47946e""","=""4F""","=""9/2""",,"=""""","=""L15916""",
V,1,"=""459.12233""","=""0.00015""","=""710000""","=""""",,"=""15724.229""","=""37498.808""","=""3d4.(3F2).4s""","=""b 4F""","=""7/2""","=""3d4.(3F2).4p""","=""v 4G*""","=""5/2""",,"=""""","=""L15916""",
Cs,2,"=""459.1265""","=""0.0005""","=""36""","=""""",,"=""157572.1025""","=""179346.5106""","=""5p5.(2P*<3/2>).4f""","=""2[7/2]""","=""4""","=""5p5.(2P*<3/2>).10d""","=""2[5/2]*""","=""3""",,"=""""","=""L12126""",
Cr,1,"=""459.13908""","=""0.00005""","=""490""","=""1.1e+06""",B,"=""7810.7795""","=""29584.5708""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(5D).4s.4p.(3P*)""","=""y 5P*""","=""2""",,"=""T4624,T4913""","=""L14866""",
Kr,2,"=""459.150""","=""""","=""1""","=""""",,"=""127929.52""","=""149702.80""","=""4s2.4p4.(3P).4d""","=""4F""","=""7/2""","=""4s2.4p4.(1D).5p""","=""2F*""","=""7/2""",,"=""""","=""L7386""",
Tb,2,"=""459.156""","=""""","=""65""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,1,"=""459.15785""","=""0.00006""","=""25""","=""""",,"=""18809.88631""","=""40582.7840""","=""6d2.7s.7p""","=""5G*""","=""4""","=""""","=""""","=""5""",,"=""""","=""L5951""",
Ti,1,"=""459.1603""","=""0.0003""","=""7""","=""""",,"=""19421.580""","=""41194.378""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""3""","=""3d2.4s.(2F).5s""","=""3F""","=""2""",,"=""""","=""L10989""",
Xe,2,"=""459.180""","=""""","=""1""","=""""",,"=""102799.07""","=""124571.09""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<1>).6p""","=""2[1]*""","=""1/2""",,"=""""","=""L6991""",
Sm,2,"=""459.182""","=""""","=""290""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ba,1,"=""459.1824""","=""""","=""28""","=""1.6e+06""",E,"=""9215.501""","=""30987.240""","=""6s.5d""","=""3D""","=""2""","=""6s.7p""","=""3P*""","=""2""",,"=""T4515""","=""L9224""",
Sb,3,"=""459.189""","=""""","=""30""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3303""",
Rb,2,"=""459.1933""","=""0.0005""","=""15""","=""""",,"=""188282.884""","=""210054.124""","=""4p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""","=""4p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""3""",,"=""""","=""L2590""",
Th,1,"=""459.19721""","=""0.00021""","=""3""","=""""",,"=""18930.29333""","=""40701.3450""","=""6d2.7s.7p""","=""3G*""","=""3""","=""""","=""""","=""4""",,"=""""","=""L3552""",
Sr,4,"=""459.2007""","=""0.002""","=""20w""","=""""",,"=""391709.40""","=""413480.27""","=""4s2.4p4.(3P<1>).5g""","=""2[4]""","=""9/2""","=""4s2.4p4.(3P<1>).6h""","=""2[5]*""","=""11/2""",,"=""""","=""L4311""",
Xe,2,"=""459.205""","=""""","=""300H""","=""""",,"=""132207.76""","=""153978.37""","=""5s2.5p4.(1D<2>).6p""","=""2[2]*""","=""5/2""","=""5s2.5p4.(1D<2>).6d""","=""2[3]""","=""7/2""",,"=""""","=""L6925""",
Cr,2,"=""459.205241""","=""0.000015""","=""92""","=""3.2e+06""",D,"=""32854.9399""","=""54625.5946""","=""3d5""","=""b 4F""","=""5/2""","=""3d4.(5D).4p""","=""z 4D*""","=""5/2""",,"=""T4502""","=""L18847""",
Th,1,"=""459.20955""","=""0.00006""","=""33""","=""""",,"=""8111.004545""","=""29881.45655""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L5951""",
Tb,1,"=""459.238""","=""""","=""45""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
W,1,"=""459.2390""","=""""","=""20""","=""""",,"=""19648.54""","=""41417.52""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""6""",,"=""""","=""L153""",
Sr,4,"=""459.2411""","=""0.002""","=""18w""","=""""",,"=""391711.14""","=""413480.05""","=""4s2.4p4.(3P<1>).5g""","=""2[4]""","=""7/2""","=""4s2.4p4.(3P<1>).6h""","=""2[5]*""","=""9/2""",,"=""""","=""L4311""",
Th,1,"=""459.25146""","=""0.00005""","=""43*""","=""""",,"=""10783.15535""","=""32551.61408""","=""6d.7s2.7p""","=""3F*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Th,1,"=""459.25146""","=""0.00005""","=""43*""","=""""",,"=""19516.98043""","=""41285.4358""","=""6d2.7s.7p""","=""5D*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Ru,1,"=""459.252""","=""""","=""150""","=""""",,"=""10623.53""","=""32391.95""","=""4d7.(a 2P).5s""","=""a 3P""","=""2""","=""4d7.(a 4F).5p""","=""z 3F*""","=""3""",,"=""""","=""L3475""",
Ni,1,"=""459.253""","=""""","=""35""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
