element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Fe,1,"=""377.94535""","=""0.00011""","=""377.94534""","=""0.00003""","=""1620""","=""1.05e+07""",C+,"=""26406.465""","=""52857.804""","=""3d7.(2D2).4s""","=""a 3D""","=""1""","=""3d7.(2D2).4p""","=""t 3D*""","=""1""",,"=""T5720""","=""L11631""",
Nd,2,"=""377.947""","=""""","=""377.94619+""","=""""","=""710""","=""1.28e+07""",B+,"=""1470.105""","=""27921.385""","=""4f4.(5I).6s""","=""6I""","=""11/2""","=""4f4.(5I).6p""","=""4I*""","=""9/2""",,"=""T7685""","=""L3475""",
Fe,1,"=""377.95079""","=""0.00011""","=""377.95076""","=""0.00003""","=""1510""","=""8.51e+05""",C,"=""17927.382""","=""44378.342""","=""3d7.(4P).4s""","=""a 5P""","=""1""","=""3d6.(3F2).4s.4p.(3P*)""","=""w 5F*""","=""1""",,"=""T5720""","=""L11631""",
Ba,3,"=""377.9531""","=""0.0020""","=""377.9533""","=""0.0009""","=""16""","=""""",,"=""170192.53""","=""196643.31""","=""5p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""","=""5p5.(2P*<1/2>).6p""","=""2[3/2]""","=""1""",,"=""""","=""L3667""",
Th,1,"=""377.95623""","=""0.00004""","=""377.956214""","=""0.000014""","=""140""","=""""",,"=""15490.077832""","=""41940.6560""","=""5f.6d.7s2""","=""3G*""","=""5""","=""""","=""""","=""4""",,"=""""","=""L5951""",
Zr,3,"=""377.9572""","=""""","=""377.9568""","=""""","=""20""","=""3.03e+07""",,"=""120794.02""","=""147244.56""","=""4d.4f""","=""3F*""","=""3""","=""4d.(2D<3/2>).5g""","=""2[5/2]""","=""3""",,"=""T6869""","=""L9267""",
V,1,"=""377.96396""","=""0.00018""","=""377.96398""","=""0.00004""","=""190000""","=""9.e+06""",D+,"=""10892.520""","=""37342.555""","=""3d3.4s2""","=""a 2G""","=""7/2""","=""3d3.(2D2).4s.4p.(3P*)""","=""w 2F*""","=""5/2""",,"=""T284n""","=""L15916""",
Th,2,"=""377.97121""","=""0.00020""","=""377.971396""","=""0.000014""","=""16""","=""""",,"=""16564.6294""","=""43014.1451""","=""5f.(2F*).6d2.(3F)""","=""4I*""","=""11/2""","=""5f2.(3H).6d""","=""2K""","=""13/2""",,"=""""","=""L2372""",
V,1,"=""377.9760""","=""0.0004""","=""377.97591""","=""0.00003""","=""14000""","=""""",,"=""15688.862""","=""42138.062""","=""3d4.(3F2).4s""","=""b 4F""","=""5/2""","=""3d3.(4P).4s.4p.(1P*)""","=""r 4D*""","=""5/2""",,"=""""","=""L15916""",
Mo,1,"=""377.9765""","=""""","=""377.97654+""","=""""","=""220""","=""5.9e+06""",B,"=""16747.720""","=""43196.876""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d5.(4G).5p""","=""z 3G*""","=""4""",,"=""T5293""","=""L10250,L3475""",
Ti,3,"=""377.9793""","=""""","=""377.9792+""","=""""","=""3""","=""""",,"=""135405.27""","=""161854.24""","=""3p6.3d.4d""","=""1D""","=""2""","=""3p6.3d.4f""","=""1P*""","=""1""",,"=""""","=""L3593""",
Hf,1,"=""377.9870""","=""0.0010""","=""377.9869""","=""0.0003""","=""190""","=""""",,"=""22199.110""","=""48647.541""","=""5d3.(b 4P).6s""","=""a 5P""","=""3""","=""5d3.(b 4P).6p""","=""y 5P*""","=""3""",,"=""""","=""L16323""",
W,1,"=""377.9966""","=""""","=""377.9966""","=""0.0010""","=""12""","=""""",,"=""18974.51""","=""45422.26""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
Cr,1,"=""377.9994""","=""0.0010""","=""377.99955""","=""0.00003""","=""8""","=""""",,"=""21840.8096""","=""48288.3556""","=""3d5.(4P).4s""","=""a 5P""","=""3""","=""3d4.(3H).4s.4p.(3P*)""","=""y 3H*""","=""4""",,"=""""","=""L808""",
Cu,1,"=""378.0045""","=""0.0021""","=""378.0066""","=""0.0023""","=""5h""","=""""",,"=""44406.32""","=""70853.37""","=""3d9.(2D).4s.4p.(3P*)""","=""4D*""","=""5/2""","=""3d9.4s.(3D).4d""","=""2P""","=""3/2""",,"=""""","=""L772""",
Cr,1,"=""378.012""","=""0.004""","=""378.010498""","=""0.000014""","=""8h""","=""""",,"=""20520.9029""","=""46967.6827""","=""3d5.(4G).4s""","=""a 5G""","=""3""","=""3d5.(4P).4p""","=""u 5P*""","=""2""",,"=""""","=""L808""",
Th,1,"=""378.01487""","=""0.00006""","=""378.014867""","=""0.000010""","=""90""","=""""",,"=""11241.73043""","=""37688.2046""","=""5f.6d.7s2""","=""3F*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L5951""",
W,2,"=""378.01493""","=""""","=""378.0149""","=""0.0003""","=""4""","=""""",,"=""24991.591""","=""51438.064""","=""""","=""""","=""3/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
Zr,3,"=""378.0172""","=""""","=""378.0172""","=""""","=""600""","=""3.22e+08""",,"=""120664.52""","=""147110.83""","=""4d.4f""","=""3H*""","=""4""","=""4d.(2D<3/2>).5g""","=""2[11/2]""","=""5""",,"=""T6869""","=""L9267""",
Th,2,"=""378.02821""","=""0.00020""","=""378.028259""","=""0.000009""","=""50""","=""""",,"=""15242.89888""","=""41688.4362""","=""5f.(2F*).6d2.(3F)""","=""4H*""","=""9/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",,"=""""","=""L2372""",
W,1,"=""378.0340""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Ti,1,"=""378.03847""","=""0.00017""","=""378.03840""","=""0.00006""","=""8""","=""""",,"=""11531.761""","=""37976.589""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""2""",,"=""""","=""L10989""",
Nd,2,"=""378.0391""","=""""","=""378.03823+""","=""""","=""580""","=""1.16e+07""",B+,"=""3801.930""","=""30246.770""","=""4f4.(5I).6s""","=""6I""","=""15/2""","=""4f4.(5I).6p""","=""6I*""","=""17/2""",,"=""T7685""","=""L3260,L3475""",
Sc,1,"=""378.0412""","=""0.0007""","=""378.0418""","=""0.0003""","=""2""","=""""",,"=""16021.7788""","=""42466.369""","=""3d.4s.(3D).4p""","=""4D*""","=""3/2""","=""3d.4s.(1D).4d""","=""2D""","=""3/2""",,"=""""","=""L4189c12""",
W,1,"=""378.0458""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Ti,1,"=""378.0495""","=""0.0006""","=""378.0493""","=""0.0003""","=""3""","=""""",,"=""21469.488""","=""47913.55""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""3""","=""3d2.4s.(4F).5d""","=""g 5H""","=""4""",,"=""""","=""L10989""",
Sr,1,"=""378.0527""","=""0.0006""","=""378.0522""","=""0.0003""","=""70""","=""""",,"=""14317.507""","=""40761.372""","=""5s.5p""","=""3P*""","=""0""","=""5s.8s""","=""3S""","=""1""",,"=""""","=""L7362""",
Zr,1,"=""378.054""","=""""","=""""","=""""","=""720""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
S,2,"=""378.0611""","=""0.0006""","=""378.0610""","=""0.0006""","=""480""","=""""",,"=""133814.787""","=""160258.034""","=""3s2.3p2.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p2.(3P<1>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L5883""",
Hf,1,"=""378.0620""","=""0.0004""","=""378.06173""","=""0.00021""","=""110""","=""""",,"=""23641.389""","=""50084.585""","=""5d3.(c 2D).6s""","=""a 3D""","=""1""","=""5d3.(b 4F).6p""","=""t 3F*""","=""2""",,"=""""","=""L16323""",
V,1,"=""378.0650""","=""0.0003""","=""378.06510""","=""0.00019""","=""11000""","=""""",,"=""18805.048""","=""45248.008""","=""3d4.(3P2).4s""","=""b 2P""","=""1/2""","=""45248o""","=""2P*""","=""3/2""",,"=""""","=""L15916""",
Pr,2,"=""378.066""","=""""","=""""","=""""","=""170""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
La,2,"=""378.067""","=""""","=""378.0664+""","=""""","=""120""","=""""",,"=""5718.12""","=""32160.99""","=""5d2""","=""a 3P""","=""1""","=""5d.6p""","=""x 3P*""","=""1""",,"=""""","=""L3475""",
Tc,1,"=""378.0680""","=""""","=""378.0680""","=""""","=""3000c,w""","=""""",,"=""16553.39""","=""42996.15""","=""4d6.(3H).5s""","=""4H""","=""13/2""","=""4d6.(3H).5p""","=""4I*""","=""15/2""",,"=""""","=""L4515,L14280""",
Xe,2,"=""378.070""","=""""","=""378.0697+""","=""""","=""1H""","=""""",,"=""123254.60""","=""149697.24""","=""5s2.5p4.(3P<1>).6p""","=""2[2]*""","=""3/2""","=""5s2.5p4.(1D<2>).7s""","=""2[2]""","=""5/2""",,"=""""","=""L6925""",
U,2,"=""378.071""","=""""","=""""","=""""","=""380""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Bk,1,"=""378.072""","=""""","=""""","=""""","=""10000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4703""",
Sm,2,"=""378.076""","=""""","=""""","=""""","=""660""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Pm,1,"=""378.077""","=""""","=""""","=""""","=""300""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
W,1,"=""378.0772""","=""""","=""378.0773""","=""0.0010""","=""200""","=""4.2e+06""",B,"=""2951.29""","=""29393.40""","=""5d5.(6S).6s""","=""7S""","=""3""","=""5d4.6s.(6D).6p""","=""5P*""","=""2""",,"=""T4976""","=""L153""",
Ar,2,"=""378.08394""","=""0.00001""","=""378.083953""","=""0.000006""","=""81""","=""7.7e+07""",B,"=""157234.0196""","=""183675.6614""","=""3s2.3p4.(3P).4p""","=""4D*""","=""7/2""","=""3s2.3p4.(3P).4d""","=""4D""","=""7/2""",,"=""T926""","=""L11520""",
W,1,"=""378.0921""","=""""","=""""","=""""","=""6""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Sm,2,"=""378.093""","=""""","=""""","=""""","=""420""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,1,"=""378.096610""","=""0.000011""","=""378.096595""","=""0.000003""","=""4300""","=""""",,"=""2869.259165""","=""29310.01688""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L5951""",
Cr,1,"=""378.099""","=""0.004""","=""378.09316""","=""0.00016""","=""6h""","=""""",,"=""26787.4640""","=""53228.462""","=""3d5.(6S).4p""","=""z 5P*""","=""3""","=""3d4.4s.4d""","=""e 7G""","=""3""",,"=""""","=""L808""",
Xe,3,"=""378.100""","=""0.005""","=""378.0980+""","=""""","=""28""","=""""",,"=""125617.06""","=""152057.72""","=""5s2.5p3.(4S*).6s""","=""3S*""","=""1""","=""5s2.5p3.(4S*).6p""","=""3P""","=""2""",,"=""""","=""L10579""",
Er,2,"=""378.101""","=""""","=""""","=""""","=""410""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Nb,1,"=""378.101""","=""""","=""""","=""""","=""870""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Hf,1,"=""378.1016""","=""0.0004""","=""378.10135""","=""0.00013""","=""74""","=""""",,"=""21738.7225""","=""48179.148""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5F*""","=""1""","=""""","=""4818""","=""2""",,"=""""","=""L16323""",
Tm,1,"=""378.1148""","=""0.0005""","=""378.11471+""","=""""","=""850""","=""8.1e+05""",B+,"=""0.000""","=""26439.491""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<5/2>).6s.6p.(3P*<1>)""","=""(5/2,1)""","=""7/2""",,"=""T6708""","=""L2006,L3475""",
Bk,1,"=""378.117""","=""""","=""""","=""""","=""10000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4703""",
Ru,1,"=""378.118""","=""""","=""378.1169+""","=""""","=""460""","=""""",,"=""20055.71""","=""46495.05""","=""4d7.(a 2H).5s""","=""a 1H""","=""5""","=""4d6.5s.(b 2H).5p?""","=""x 1H*""","=""5""",,"=""""","=""L3475""",
Fe,1,"=""378.11860""","=""0.00004""","=""378.118615""","=""0.000020""","=""6200""","=""7.65e+05""",C,"=""17726.988""","=""44166.206""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d6.(3F2).4s.4p.(3P*)""","=""v 5D*""","=""3""",,"=""T5720""","=""L11631""",
Th,1,"=""378.131880""","=""0.000021""","=""378.131866""","=""0.000007""","=""780""","=""""",,"=""7280.123222""","=""33718.4147""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Nd,2,"=""378.132""","=""""","=""378.13084+""","=""""","=""510""","=""""",,"=""5985.580""","=""32423.943""","=""4f4.(5I).6s""","=""4I""","=""15/2""","=""""","=""*""","=""15/2""",,"=""""","=""L3475""",
V,1,"=""378.1378""","=""0.0003""","=""378.13779""","=""0.00004""","=""140000""","=""2.2e+07""",C+,"=""15572.035""","=""42009.912""","=""3d4.(3P2).4s""","=""b 4P""","=""5/2""","=""3d3.(4P).4s.4p.(1P*)""","=""v 4P*""","=""5/2""",,"=""T9399""","=""L15916""",
Eu,2,"=""378.140""","=""""","=""""","=""""","=""60""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Pm,1,"=""378.143""","=""""","=""""","=""""","=""200""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
Hf,1,"=""378.1460""","=""0.0010""","=""""","=""""","=""180""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
Dy,1,"=""378.147""","=""""","=""""","=""""","=""420""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Hf,1,"=""378.1550""","=""0.0004""","=""378.15496""","=""0.00023""","=""180""","=""""",,"=""20908.462""","=""47345.139""","=""5d3.(b 4P).6s""","=""a 5P""","=""2""","=""""","=""4735*""","=""2""",,"=""""","=""L16323""",
Mo,1,"=""378.1591""","=""""","=""378.15906+""","=""""","=""360""","=""4.71e+06""",A,"=""11142.784""","=""37579.174""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""2""",,"=""T5293""","=""L10250,L3475""",
Ce,2,"=""378.162""","=""""","=""378.16160+""","=""""","=""620""","=""2.56e+07""",B+,"=""4266.397""","=""30702.610""","=""4f.5d.(3G*).6s""","=""*""","=""7/2""","=""4f.5d.(3G*).6p""","=""""","=""9/2""",,"=""T8629""","=""L3475""",
Th,1,"=""378.16380""","=""0.00014""","=""378.163768""","=""0.000013""","=""26""","=""""",,"=""17501.17592""","=""43937.2371""","=""5f.6d2.7s""","=""5I*""","=""5""","=""""","=""""","=""6""",,"=""""","=""L3552""",
Hf,1,"=""378.1672""","=""0.0010""","=""378.16548""","=""0.00011""","=""370""","=""""",,"=""19292.6984""","=""45728.640""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5G*""","=""3""","=""5d2.(3P).6s.(a 4P).7s""","=""e 3P""","=""2""",,"=""""","=""L16323""",
V,1,"=""378.1732""","=""0.0002""","=""378.17321""","=""0.00006""","=""36000""","=""""",,"=""15103.784""","=""41539.185""","=""3d3.4s2""","=""a 2H""","=""9/2""","=""3d4.(3G).4p""","=""t 2G*""","=""9/2""",,"=""""","=""L15916""",
W,1,"=""378.1837""","=""""","=""378.1834""","=""0.0010""","=""30""","=""""",,"=""16431.31""","=""42866.00""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
Cu,2,"=""378.19355""","=""0.00012""","=""378.19350""","=""0.00004""","=""290""","=""""",,"=""110366.1542""","=""136800.137""","=""3d9.(2D<3/2>).5s""","=""2[3/2]""","=""2""","=""3d8.(3F).4s.4p.(1P*)""","=""3D*""","=""2""",,"=""""","=""L869c171""",
Fe,1,"=""378.19396""","=""0.00011""","=""378.19394""","=""0.00003""","=""1350""","=""3.8e+06""",E,"=""29356.744""","=""55790.696""","=""3d6.4s2""","=""b 3D""","=""2""","=""3d6.(1G2).4s.4p.(3P*)""","=""s 3G*""","=""3""",,"=""T2578n""","=""L11631""",
Cr,2,"=""378.2051""","=""0.0004""","=""378.20504""","=""0.00006""","=""19""","=""""",,"=""75809.9745""","=""102243.151""","=""3d4.(a 1G).4p""","=""w 2G*""","=""9/2""","=""3d4.(a 3F).5s""","=""f 2F""","=""7/2""",,"=""""","=""L18847""",
Ti,1,"=""378.21055""","=""0.00017""","=""378.21053""","=""0.00009""","=""12""","=""""",,"=""8602.3441""","=""35035.137""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(3P).4s.4p.(3P*)""","=""x 1D*""","=""2""",,"=""""","=""L10989""",
Th,2,"=""378.21080""","=""0.00020""","=""378.210808""","=""0.000009""","=""84""","=""""",,"=""15786.98590""","=""42219.7592""","=""6d3""","=""4P""","=""5/2""","=""6d2.(3F).7p""","=""*""","=""5/2""",,"=""""","=""L2372""",
Fe,1,"=""378.21170""","=""0.00011""","=""378.21127""","=""0.00017""","=""760""","=""""",,"=""27543.003""","=""53975.744""","=""3d7.(2P).4s""","=""a 1P""","=""1""","=""3d6.(3D).4s.4p.(3P*)""","=""5D*""","=""1""",,"=""""","=""L11631""",
Os,1,"=""378.220""","=""""","=""""","=""""","=""2100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Y,2,"=""378.2262""","=""""","=""378.22639+""","=""""","=""50""","=""""",,"=""29213.958""","=""55645.642""","=""4d.5p""","=""z 3D*""","=""3""","=""4d.6s""","=""e 3D""","=""3""",,"=""""","=""L10987,L3475""",
Co,3,"=""378.231""","=""0.002""","=""378.2320""","=""0.0004""","=""32""","=""9.e+05""",D+,"=""83940.274""","=""110371.568""","=""3d6.(3D).4s""","=""b 4D""","=""7/2""","=""3d6.(5D).4p""","=""z 4P*""","=""5/2""",,"=""u37""","=""L3537c164""",
Gd,2,"=""378.234""","=""""","=""""","=""""","=""1000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Hf,1,"=""378.2437""","=""0.0004""","=""378.243121""","=""0.000023""","=""2200""","=""""",,"=""5521.7776""","=""31952.2928""","=""5d2.6s2""","=""a 3P""","=""0""","=""5d2.(a 3P).6s.(a 4P).6p""","=""z 5P*""","=""1""",,"=""""","=""L16323""",
Fe,1,"=""378.24487""","=""0.00011""","=""378.244784""","=""0.000020""","=""1170""","=""1.18e+06""",C,"=""24180.862""","=""50611.261""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""3""",,"=""T5720""","=""L11631""",
Ne,3,"=""378.246""","=""""","=""378.2461""","=""0.0015""","=""200""","=""5.6e+07""",D,"=""430067.99+x""","=""456498.30+x""","=""2s2.2p3.(4S*).4p""","=""5P""","=""1""","=""2s2.2p3.(4S*).5s""","=""5S*""","=""2""",,"=""T8046""","=""L10704""",
Ce,2,"=""378.252""","=""""","=""378.25208+""","=""""","=""440""","=""""",,"=""3995.460""","=""30425.349""","=""4f.5d.(3H*).6s""","=""4H*""","=""7/2""","=""4f.5d.(3H*).6p""","=""""","=""5/2""",,"=""""","=""L3475""",
V,1,"=""378.25451""","=""0.00015""","=""378.25453""","=""0.00006""","=""96000""","=""""",,"=""11100.596""","=""37530.314""","=""3d3.4s2""","=""a 2G""","=""9/2""","=""3d4.(3H).4p""","=""z 2I*""","=""11/2""",,"=""""","=""L15916""",
S,2,"=""378.2556""","=""0.0007""","=""378.2567""","=""0.0004""","=""230""","=""5.18e+05""",D,"=""114279.320""","=""140708.885""","=""3s2.3p2.(3P).3d""","=""4D""","=""7/2""","=""3s2.3p2.(1D).4p""","=""2D*""","=""5/2""",,"=""T3186c85""","=""L5883""",
Ti,1,"=""378.2566""","=""0.0006""","=""378.25625""","=""0.00016""","=""0""","=""""",,"=""21588.495""","=""48018.093""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""4""","=""3d2.4s.(4F).5d""","=""h 5G""","=""4""",,"=""""","=""L10989""",
Co,2,"=""378.2581""","=""0.0010""","=""378.26173""","=""0.00013""","=""26""","=""""",,"=""67939.370""","=""94368.585""","=""3d7.(2P).4p""","=""x 3D*""","=""2""","=""3d7.(4F).4d""","=""f 3F""","=""3""",,"=""""","=""L4687c119""",
Fe,1,"=""378.26093""","=""0.00011""","=""378.26093""","=""0.00003""","=""1580""","=""""",,"=""24772.018""","=""51201.289""","=""3d7.(2P).4s""","=""c 3P""","=""1""","=""3d7.(2D2).4p""","=""v 3F*""","=""2""",,"=""""","=""L11631""",
W,1,"=""378.2680""","=""""","=""378.2678""","=""0.0010""","=""15""","=""""",,"=""27488.11""","=""53916.90""","=""5d5.(6S).6p""","=""7P*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L153""",
V,2,"=""378.2690""","=""0.0007""","=""378.26796""","=""0.00003""","=""440""","=""""",,"=""47101.9320""","=""73530.7114""","=""3d3.(4P).4p""","=""y 5D*""","=""2""","=""3d3.(4F).4d""","=""3D""","=""3""",,"=""""","=""L10089c179""",
W,2,"=""378.26956""","=""""","=""378.26997""","=""0.00019""","=""8""","=""""",,"=""41583.988""","=""68012.627""","=""""","=""""","=""9/2""","=""""","=""""","=""11/2""",,"=""""","=""L11762""",
V,1,"=""378.2720""","=""0.0005""","=""378.27193""","=""0.00003""","=""17000*""","=""""",,"=""17054.924""","=""43483.426""","=""3d4.(3G).4s""","=""a 4G""","=""5/2""","=""3d3.4s.(5F).5p""","=""6G*""","=""7/2""",,"=""""","=""L15916""",
V,1,"=""378.2720""","=""0.0005""","=""378.27195""","=""0.00016""","=""17000*""","=""""",,"=""18805.048""","=""45233.549""","=""3d4.(3P2).4s""","=""b 2P""","=""1/2""","=""45233o""","=""2D*""","=""3/2""",,"=""""","=""L15916""",
Ru,1,"=""378.274""","=""""","=""378.2735+""","=""""","=""600""","=""""",,"=""27289.24""","=""53717.63""","=""4d7.(a 2F).5s?""","=""d 3F""","=""4""","=""""","=""62*""","=""4""",,"=""""","=""L3475""",
U,2,"=""378.284""","=""""","=""""","=""""","=""1900""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
V,1,"=""378.2900""","=""0.0004""","=""378.29020""","=""0.00004""","=""23000""","=""""",,"=""15572.035""","=""41999.261""","=""3d4.(3P2).4s""","=""b 4P""","=""5/2""","=""3d3.(4P).4s.4p.(1P*)""","=""r 4D*""","=""3/2""",,"=""""","=""L15916""",
Cr,1,"=""378.296""","=""0.002""","=""378.29522""","=""0.00007""","=""1""","=""""",,"=""33060.661""","=""59487.536""","=""3d5.(2F1).4s""","=""b 3F""","=""3""","=""3d4.(3F1).4s.4p.(1P*)""","=""r 3F*""","=""4""",,"=""""","=""L808""",
W,1,"=""378.2966""","=""""","=""378.2964""","=""0.0010""","=""2""","=""""",,"=""29853.66""","=""56280.45""","=""5d5.(4F).6s""","=""5F""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
Th,2,"=""378.301254""","=""0.000021""","=""378.301221""","=""0.000009""","=""750""","=""""",,"=""13468.96833""","=""39895.4244""","=""5f.6d.(3G*).7s""","=""4G*""","=""9/2""","=""5f.6d.(3G*).7p""","=""""","=""9/2""",,"=""""","=""L5951""",
Gd,1,"=""378.305""","=""""","=""378.30597+""","=""""","=""2900""","=""9.4e+07""",,"=""999.121""","=""27425.245""","=""4f7.(8S*).5d.6s2""","=""9D*""","=""5""","=""4f7.(8S*).5d (9D*).6s.6p.(1P*)""","=""""","=""4""",,"=""T7227""","=""L3475""",
Kr,2,"=""378.30948""","=""""","=""378.3118+""","=""""","=""500hl""","=""""",,"=""135781.415""","=""162207.13""","=""4s2.4p4.(3P).5p""","=""4D*""","=""7/2""","=""4s2.4p4.(3P).5d""","=""4F""","=""9/2""",,"=""""","=""L605""",
S,2,"=""378.3133""","=""0.0006""","=""378.3141""","=""0.0006""","=""3100""","=""1.5e+07""",D,"=""125485.281""","=""151910.84""","=""3s2.3p2.(3P).4p""","=""2S*""","=""1/2""","=""3s2.3p2.(3P).5s""","=""2P""","=""3/2""",,"=""T1619CA,LS""","=""L5883""",
K,2,"=""378.319""","=""0.003""","=""378.3192""","=""0.0020""","=""6""","=""1.49e+08""",,"=""163232.2""","=""189657.4""","=""3p5.4s""","=""3P*""","=""1""","=""3p5.4p""","=""3P""","=""2""",,"=""T8304""","=""L3490""",
Xe,2,"=""378.323""","=""""","=""378.3201+""","=""""","=""10h""","=""""",,"=""112703.64""","=""139128.78""","=""5s2.5p4.(3P<1>).5d""","=""2[2]""","=""5/2""","=""5s2.5p4.(3P<2>).7p""","=""2[2]*""","=""5/2""",,"=""""","=""L6925""",
Ti,1,"=""378.3236""","=""0.0006""","=""378.32360""","=""0.00007""","=""7""","=""""",,"=""7255.355""","=""33680.248""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d3.(4F).4p""","=""w 3F*""","=""3""",,"=""""","=""L10989""",
