element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
V,1,"=""370.3994""","=""0.0002""","=""88000""","=""""",,"=""9824.626""","=""36814.827""","=""3d3.4s2""","=""a 4P""","=""5/2""","=""3d3.(2D2).4s.4p.(3P*)""","=""x 4P*""","=""3/2""",,"=""""","=""L15916""",
V,2,"=""370.4005""","=""0.0007""","=""360""","=""""",,"=""25191.0356""","=""52181.204""","=""3d3.(2D2).4s""","=""b 1D""","=""2""","=""3d3.(2P).4p""","=""z 3S*""","=""1""",,"=""""","=""L10089c179""",
Fe,1,"=""370.40138""","=""0.00011""","=""1150""","=""1.7e+06""",E,"=""24772.018""","=""51762.076""","=""3d7.(2P).4s""","=""c 3P""","=""1""","=""3d6.(3H).4s.4p.(3P*)""","=""x 1D*""","=""2""",,"=""T2578n""","=""L11631""",
Bk,1,"=""370.402""","=""""","=""10000s""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4703""",
Hf,1,"=""370.4067""","=""0.0004""","=""650""","=""""",,"=""19292.6984""","=""46282.397""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5G*""","=""3""","=""6p2.(3P).5d.(2F).6s""","=""f 3F""","=""4""",,"=""""","=""L16323""",
W,1,"=""370.4080""","=""""","=""1""","=""""",,"=""15460.01""","=""42449.60""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
Th,2,"=""370.40833""","=""0.00003""","=""370""","=""""",,"=""9400.96493""","=""36390.5180""","=""6d3""","=""4F""","=""5/2""","=""6d2.(3F).7p""","=""*""","=""3/2""",,"=""""","=""L5951""",
Th,1,"=""370.41462""","=""0.00003""","=""340""","=""""",,"=""11197.031257""","=""38186.1228""","=""5f.6d.7s2""","=""3H*""","=""5""","=""""","=""""","=""4""",,"=""""","=""L5951""",
Hg,1,"=""370.41655""","=""0.0001""","=""9""","=""""",,"=""54068.6829""","=""81057.637""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.9d""","=""1D""","=""2""",,"=""""","=""L3451""",
198Hg,1,"=""370.41700""","=""0.00003""","=""9""","=""""",,"=""54068.90351""","=""81057.825""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.9d""","=""1D""","=""2""",,"=""""","=""L3483c88""",
V,2,"=""370.4215""","=""0.0009""","=""140""","=""""",,"=""53607.206""","=""80595.64""","=""3d2.4s2""","=""d 1G""","=""4""","=""3d3.(4F).5p""","=""3G*""","=""4""",,"=""""","=""L10089c179""",
Ti,1,"=""370.42914""","=""0.00016""","=""14""","=""""",,"=""11776.812""","=""38764.844""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d3.(2P).4p""","=""t 3D*""","=""3""",,"=""""","=""L10989""",
Ac,2,"=""370.4320""","=""0.0006""","=""1700""","=""""",,"=""14949.173""","=""41937.021""","=""6d2""","=""3F""","=""3""","=""6d.7p""","=""1F*""","=""3""",,"=""""","=""L7344""",
W,1,"=""370.4339""","=""""","=""8""","=""""",,"=""4830.00""","=""31817.63""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
Th,2,"=""370.43421""","=""0.00019""","=""530""","=""""",,"=""8605.84210""","=""35593.5312""","=""6d2.(3F).7s""","=""2F""","=""5/2""","=""6d.7s.(3D).7p""","=""*""","=""7/2""",,"=""""","=""L2372""",
Fe,1,"=""370.43496""","=""0.00021""","=""510""","=""""",,"=""26105.908""","=""53093.529""","=""3d7.(2H).4s""","=""b 3H""","=""6""","=""3d7.(2H).4p""","=""1I*""","=""6""",,"=""""","=""L11631""",
Hf,1,"=""370.4351""","=""0.0004""","=""260""","=""""",,"=""19292.6984""","=""46280.325""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5G*""","=""3""","=""6p2.(1D).5d.(2F).6s""","=""g 3F""","=""3""",,"=""""","=""L16323""",
Fe,1,"=""370.44610""","=""0.00004""","=""34700""","=""1.42e+07""",B,"=""21715.732""","=""48702.535""","=""3d7.(2G).4s""","=""a 3G""","=""5""","=""3d6.(3H).4s.4p.(3P*)""","=""y 1G*""","=""4""",,"=""T5720""","=""L11631""",
F,2,"=""370.453""","=""""","=""180""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L369""",
La,1,"=""370.454""","=""""","=""120""","=""2.08e+07""",B,"=""1053.164""","=""28039.45""","=""5d.6s2""","=""2D""","=""5/2""","=""5d.6s.(1D).6p""","=""*""","=""7/2""",,"=""T9460""","=""L3475""",
Th,1,"=""370.45841""","=""0.00014""","=""280""","=""""",,"=""11802.93238""","=""38788.8430""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L3552""",
V,1,"=""370.46997""","=""0.00012""","=""9800000""","=""7.7e+07""",B+,"=""2311.369""","=""29296.430""","=""3d4.(5D).4s""","=""a 6D""","=""7/2""","=""3d3.(4P).4s.4p.(3P*)""","=""y 6P*""","=""5/2""",,"=""T9399""","=""L15916""",
W,1,"=""370.4790""","=""""","=""60""","=""""",,"=""23964.67""","=""50949.07""","=""5d4.6s.(6D).6p""","=""7D*""","=""2""","=""""","=""""","=""1""",,"=""""","=""L153""",
Tc,1,"=""370.4797""","=""""","=""300""","=""""",,"=""17282.63""","=""44266.89""","=""4d6.(3H).5s""","=""4H""","=""7/2""","=""4d5.(4G).5s.(3G).5p""","=""2F*""","=""7/2""",,"=""""","=""L149""",
Th,2,"=""370.48251""","=""0.00005""","=""57""","=""""",,"=""39442.9978""","=""66427.1381""","=""6d2.(3F).7p""","=""*""","=""9/2""","=""""","=""""","=""7/2""",,"=""""","=""L5951""",
Tm,2,"=""370.485""","=""""","=""330""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,1,"=""370.486148""","=""0.000021""","=""830""","=""""",,"=""2869.259165""","=""29853.14415""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Cr,1,"=""370.491""","=""0.002""","=""5""","=""""",,"=""27816.7783""","=""54800.1623""","=""3d4.4s2""","=""b 3G""","=""5""","=""3d4.(1I).4s.4p.(3P*)""","=""3K*""","=""6""",,"=""""","=""L808""",
Hf,1,"=""370.4938""","=""0.0004""","=""1700""","=""""",,"=""18381.5234""","=""45364.860""","=""5d.6s2.(a 2D).6p""","=""z 3D*""","=""3""","=""6p2.(3P).5d.(4P).6s""","=""b 5P""","=""3""",,"=""""","=""L16323""",
Nd,2,"=""370.495""","=""""","=""240""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
W,2,"=""370.49505""","=""""","=""2""","=""""",,"=""32950.460""","=""59933.692""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
Th,2,"=""370.49663""","=""0.00004""","=""140""","=""""",,"=""15236.63833""","=""42219.7592""","=""6d3""","=""4P""","=""3/2""","=""6d2.(3F).7p""","=""*""","=""5/2""",,"=""""","=""L5951""",
Ce,2,"=""370.498""","=""""","=""220""","=""6.2e+06""",C+,"=""5819.113""","=""32802.165""","=""4f.5d.(3G*).6s""","=""*""","=""9/2""","=""4f.5d.(3H*).6p""","=""2I""","=""11/2""",,"=""T8629""","=""L3475""",
He,1,"=""370.5005""","=""""","=""3*""","=""1.0980e+05""",AAA,"=""[169086.76391031]""","=""[196069.673884275]""","=""1s.2p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""1""",,"=""T8636c73""","=""L14925c72""",
He,1,"=""370.5005""","=""""","=""3*""","=""9.8814e+05""",AAA,"=""[169086.76391031]""","=""[196069.670444809]""","=""1s.2p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""2""",,"=""T8636c73""","=""L14925c72""",
He,1,"=""370.5005""","=""""","=""3*""","=""3.9529e+06""",AAA,"=""[169086.76391031]""","=""[196069.670203959]""","=""1s.2p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""3""",,"=""T8636c73""","=""L14925c72""",
He,1,"=""370.5005""","=""""","=""3*""","=""1.6470e+06""",AAA,"=""[169086.84033581]""","=""[196069.673884275]""","=""1s.2p""","=""3P*""","=""1""","=""1s.7d""","=""3D""","=""1""",,"=""T8636c73""","=""L14925c72""",
He,1,"=""370.5005""","=""""","=""3*""","=""2.9644e+06""",AAA,"=""[169086.84033581]""","=""[196069.670444809]""","=""1s.2p""","=""3P*""","=""1""","=""1s.7d""","=""3D""","=""2""",,"=""T8636c73""","=""L14925c72""",
Re,1,"=""370.502""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
V,1,"=""370.50330""","=""0.00012""","=""3100000""","=""4.18e+07""",B+,"=""2220.156""","=""29202.790""","=""3d4.(5D).4s""","=""a 6D""","=""5/2""","=""3d3.(4P).4s.4p.(3P*)""","=""y 6P*""","=""3/2""",,"=""T9399""","=""L15916""",
Mo,6,"=""370.5233""","=""0.001""","=""50000""","=""2.09e+08""",,"=""368203.16""","=""395184.31""","=""4p6.5f""","=""2F*""","=""7/2""","=""4p6.5g""","=""2G""","=""9/2""",,"=""T8723""","=""L15083""",
Bk,1,"=""370.526""","=""""","=""10000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4703""",
Mn,2,"=""370.528""","=""0.0015""","=""2""","=""""",,"=""43537.186""","=""70518.06""","=""3d5.(4F).4s""","=""a 5F""","=""4""","=""3d5.(4G).4p""","=""z 3G*""","=""3""",,"=""""","=""L562""",
W,2,"=""370.53133""","=""""","=""4""","=""""",,"=""23450.418""","=""50430.999""","=""5d4.(3D).6s""","=""4D""","=""5/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
V,3,"=""370.535""","=""""","=""50w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4746""",
Nb,4,"=""370.5360""","=""0.0005""","=""25000""","=""2.4e+07""",C+,"=""194389.46""","=""221369.70""","=""4d.6p""","=""3D*""","=""3""","=""4d.6d""","=""3D""","=""2""",,"=""T2192""","=""L12094""",
Hf,2,"=""370.540""","=""""","=""120""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Cl,3,"=""370.545""","=""""","=""600""","=""2.6e+07""",E,"=""174093.02""","=""201072.41""","=""3s2.3p2.(3P).4s""","=""4P""","=""3/2""","=""3s2.3p2.(3P).4p""","=""4D*""","=""1/2""",,"=""T1619CA,LS""","=""L480""",
Ti,1,"=""370.54695""","=""0.00016""","=""6""","=""""",,"=""18061.387""","=""45040.849""","=""3d3.(2P).4s""","=""b 3P""","=""1""","=""3d2.4s.(2P).4p""","=""3P*""","=""0""",,"=""""","=""L10989""",
W,1,"=""370.5480""","=""""","=""40""","=""""",,"=""23930.08""","=""50909.47""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
C,1,"=""370.5557""","=""0.0005""","=""3300""","=""""",,"=""61981.83211""","=""88960.65""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.(2P*<3/2>).8p""","=""2[1/2]""","=""0""",,"=""""","=""L17684""",
Fe,1,"=""370.55658""","=""0.00004""","=""1290000""","=""3.21e+06""",A,"=""415.933""","=""27394.691""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""",,"=""T3547""","=""L11631""",
W,1,"=""370.5585""","=""""","=""2""","=""""",,"=""19827.68""","=""46806.45""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
Fe,1,"=""370.56976""","=""0.00011""","=""1580""","=""""",,"=""26351.040""","=""53328.835""","=""3d7.(2H).4s""","=""b 3H""","=""5""","=""3d7.(4F).5p""","=""3F*""","=""4""",,"=""""","=""L11631""",
Ne,2,"=""370.5745""","=""0.0010""","=""120""","=""""",,"=""280797.2387""","=""307774.6858""","=""2s2.2p4.(3P).3d""","=""4F""","=""5/2""","=""2s2.2p4.(3P).5p""","=""4D*""","=""3/2""",,"=""""","=""L1406""",
Th,2,"=""370.57901""","=""0.00005""","=""73""","=""""",,"=""30101.4047""","=""57078.5309""","=""5f.(2F*).6d2.(1G)""","=""2F*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""9/2""",,"=""""","=""L5951""",
V,1,"=""370.5814""","=""0.0002""","=""39000""","=""7.2e+06""",B,"=""16917.210""","=""43894.149""","=""3d3.(4F).4s.4p.(3P*)""","=""z 6G*""","=""11/2""","=""3d3.4s.(5F).4d""","=""e 6H""","=""11/2""",,"=""T9399""","=""L15916""",
La,2,"=""370.582""","=""""","=""320""","=""""",,"=""6227.42""","=""33204.41""","=""5d2""","=""a 3P""","=""2""","=""6s.6p""","=""*""","=""2""",,"=""""","=""L3475""",
Sr,1,"=""370.5901""","=""0.00017""","=""250h""","=""""",,"=""14898.545""","=""41874.859""","=""5s.5p""","=""3P*""","=""2""","=""5s.7d""","=""3D""","=""3""",,"=""""","=""L7362""",
Cr,1,"=""370.594""","=""0.004""","=""4w""","=""""",,"=""27500.3699""","=""54476.299""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7D*""","=""3""","=""""","=""e 5F""","=""3""",,"=""""","=""L808""",
Th,2,"=""370.59408""","=""0.00005""","=""72""","=""""",,"=""9711.96192""","=""36687.9875""","=""6d2.(1G).7s""","=""2G""","=""7/2""","=""6d2.(3F).7p""","=""*""","=""5/2""",,"=""""","=""L5951""",
Ga,2,"=""370.59795""","=""0.00003""","=""4hfs""","=""""",,"=""118518.461""","=""145494.205""","=""4s.5p""","=""3P*""","=""1""","=""4s.7s""","=""3S""","=""1""",,"=""""","=""L12180""",
Pb,3,"=""370.602""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7300""",
V,1,"=""370.60295""","=""0.00015""","=""340000""","=""2.19e+07""",B,"=""15103.784""","=""42079.165""","=""3d3.4s2""","=""a 2H""","=""9/2""","=""3d4.(1I).4p""","=""u 2H*""","=""9/2""",,"=""T9399""","=""L15916""",
Ca,2,"=""370.603""","=""""","=""170""","=""8.8e+07""",C,"=""25191.51""","=""52166.93""","=""3p6.4p""","=""2P*""","=""1/2""","=""3p6.5s""","=""2S""","=""1/2""",,"=""T8043""","=""L7323""",
Th,2,"=""370.60460""","=""0.00019""","=""210""","=""""",,"=""18214.42634""","=""45189.6454""","=""5f.(2F*).6d2.(3F)""","=""*""","=""3/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",,"=""""","=""L2372""",
Mn,1,"=""370.608""","=""""","=""210""","=""1.4e+08""",D,"=""34250.52""","=""61225.55""","=""3d6.(3H).4s""","=""a 4H""","=""11/2""","=""3d5.(2I).4s.4p.(3P*)""","=""y 4I*""","=""13/2""",,"=""T1117""","=""L3475""",
Ne,7,"=""370.61""","=""0.10""","=""30""","=""""",,"=""1560975""","=""1587950?""","=""1s2.2s.7d""","=""3D""","=""""","=""1s2.2s.8f""","=""3F*""","=""""",,"=""""","=""L9089""",
V,1,"=""370.6107""","=""0.0003""","=""27000""","=""""",,"=""9637.039""","=""36611.845""","=""3d3.4s2""","=""a 4P""","=""3/2""","=""3d3.(2D2).4s.4p.(3P*)""","=""x 4P*""","=""5/2""",,"=""""","=""L15916""",
Tm,3,"=""370.611""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L587""",
Ti,2,"=""370.62167""","=""0.00003""","=""367""","=""2.82e+07""",B+,"=""12628.8455""","=""39602.8645""","=""3d3""","=""b 2D2""","=""3/2""","=""3d2.(1D).4p""","=""y 2D*""","=""3/2""",,"=""T7385""","=""u37""",
Th,1,"=""370.64020""","=""0.00014""","=""550""","=""""",,"=""13297.43316""","=""40270.1206""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L3552""",
Pt,1,"=""370.65217""","=""0.00020""","=""540""","=""""",,"=""32620.0047""","=""59591.803""","=""5d9.6p""","=""a 3P*""","=""2""","=""5d9.6d""","=""3S""","=""1""",,"=""""","=""L11529""",
Au,2,"=""370.655""","=""""","=""30""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L1336""",
Os,1,"=""370.656""","=""""","=""120""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
W,1,"=""370.6578""","=""""","=""2""","=""""",,"=""19535.01""","=""46506.37""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
Sr,1,"=""370.6674""","=""0.0005""","=""180""","=""""",,"=""14898.545""","=""41869.270""","=""5s.5p""","=""3P*""","=""2""","=""5s.7d""","=""3D""","=""2""",,"=""""","=""L4447""",
Tc,1,"=""370.6705""","=""""","=""200""","=""""",,"=""14733.14""","=""41703.59""","=""4d7""","=""4F""","=""9/2""","=""4d6.(3H).5p""","=""2G*""","=""9/2""",,"=""""","=""L149""",
Mg,3,"=""370.6745""","=""""","=""10""","=""""",,"=""561798.7""","=""588768.9""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""",,"=""""","=""L1434""",
Pr,2,"=""370.675""","=""""","=""230""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Sm,2,"=""370.675""","=""""","=""480""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,1,"=""370.676712""","=""0.000010""","=""5600""","=""""",,"=""8111.004545""","=""35081.0176""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L5951""",
Cr,1,"=""370.682""","=""0.002""","=""4""","=""""",,"=""24277.0546""","=""51246.842""","=""3d5.(4D).4s""","=""b 5D""","=""0""","=""3d5.(4D).4p""","=""w 3P*""","=""1""",,"=""""","=""L808""",
Cr,1,"=""370.68817""","=""0.00016""","=""3""","=""""",,"=""35933.906""","=""62903.083""","=""3d5.(2H).4s""","=""b 3H""","=""6""","=""3d4.4s.4p""","=""r 3H*""","=""6""",,"=""""","=""L14866""",
Mn,2,"=""370.6884""","=""0.0018""","=""50D?""","=""""",,"=""43528.661""","=""70497.790""","=""3d5.(4F).4s""","=""a 5F""","=""5""","=""3d5.(4D).4p""","=""y 5F*""","=""4""",,"=""""","=""L562""",
Ar,2,"=""370.69302""","=""0.00003""","=""7""","=""2.e+05""",C,"=""132737.7039""","=""159706.5337""","=""3s2.3p4.(3P).3d""","=""4D""","=""1/2""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""",,"=""T926""","=""L2634""",
Sm,2,"=""370.698""","=""""","=""480""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""370.69861""","=""0.00004""","=""200""","=""""",,"=""8018.19281""","=""34986.6081""","=""6d2.(3P).7s""","=""4P""","=""3/2""","=""6d.7s.(3D).7p""","=""*""","=""3/2""",,"=""""","=""L5951""",
Hf,1,"=""370.7020""","=""0.0010""","=""43""","=""""",,"=""20908.462""","=""47876.636""","=""5d3.(b 4P).6s""","=""a 5P""","=""2""","=""5d3.(b 4P).6p""","=""y 5P*""","=""1""",,"=""""","=""L16323""",
Fe,1,"=""370.70442""","=""0.00004""","=""13500""","=""""",,"=""24180.862""","=""51148.848""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""3""",,"=""""","=""L11631""",
Cu,1,"=""370.712""","=""0.006""","=""4h""","=""""",,"=""44915.68""","=""71882.92""","=""3d9.(2D).4s.4p.(3P*)""","=""4D*""","=""1/2""","=""3d9.4s.(3D).4d""","=""4P""","=""1/2""",,"=""""","=""L772""",
O,3,"=""370.724""","=""""","=""110""","=""7.34e+07""",C+,"=""300311.96""","=""327278.30""","=""2s2.2p.(2P*).3p""","=""3P""","=""1""","=""2s2.2p.(2P*).3d""","=""3D*""","=""2""",,"=""T5376,T5791,LS""","=""L3467""",
Fe,1,"=""370.73393""","=""0.00011""","=""980""","=""""",,"=""24338.767""","=""51304.604""","=""3d6.4s2""","=""b 3G""","=""3""","=""3d7.(2D2).4p""","=""v 3F*""","=""4""",,"=""""","=""L11631""",
Cl,3,"=""370.734""","=""""","=""600""","=""7.5e+07""",E,"=""182075.74""","=""209042.8?""","=""3s2.3p2.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p2.(3P).4p""","=""2P*""","=""1/2""",,"=""T1619CA,LS""","=""L495""",
Hf,1,"=""370.7374""","=""0.0004""","=""3000""","=""""",,"=""6572.5498""","=""33538.1620""","=""5d2.6s2""","=""a 3P""","=""1""","=""5d2.(a 3F).6s.(a 2F).6p""","=""x 3F*""","=""2""",,"=""""","=""L16323""",
Ne,2,"=""370.7384""","=""0.0010""","=""120""","=""""",,"=""281171.3566""","=""308136.8685""","=""2s2.2p4.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p4.(3P).5p""","=""4S*""","=""3/2""",,"=""""","=""L1406""",
Dy,2,"=""370.740""","=""""","=""330""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""370.74281""","=""0.00003""","=""400""","=""""",,"=""0.00000""","=""26965.2040""","=""6d.7s2""","=""2D""","=""3/2""","=""5f.(2F*).6d2.(3F)""","=""*""","=""3/2""",,"=""""","=""L5951""",
Fe,1,"=""370.74563""","=""0.00004""","=""2240""","=""7.99e+05""",C,"=""20641.110""","=""47606.114""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""v 5F*""","=""5""",,"=""T5720""","=""L11631""",
W,2,"=""370.74607""","=""""","=""3""","=""""",,"=""34090.867""","=""61055.849""","=""5d5""","=""4F""","=""9/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
Th,1,"=""370.74650""","=""0.00004""","=""200""","=""""",,"=""14206.91694""","=""41171.8541""","=""5f.6d.7s2""","=""3F*""","=""4""","=""""","=""""","=""5""",,"=""""","=""L5951""",
Ti,1,"=""370.74798""","=""0.00016""","=""""","=""""",,"=""17075.258""","=""44040.0941""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d3.(4F).4d""","=""5F""","=""4""",,"=""""","=""L10989""",
Ti,1,"=""370.75271""","=""0.00016""","=""15+*""","=""""",,"=""16267.480""","=""43231.9903""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""5""","=""3d2.4s.(4F).4d""","=""g 5F""","=""4""",,"=""""","=""L10989""",
Ti,1,"=""370.75271""","=""0.00016""","=""15+*""","=""""",,"=""18037.213""","=""45001.681""","=""3d3.(2H).4s""","=""a 3H""","=""4""","=""3d3.(4F).5p""","=""3G*""","=""3""",,"=""""","=""L10989""",
Fe,1,"=""370.75614""","=""0.00011""","=""910""","=""""",,"=""31307.245""","=""58271.462""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""4""","=""3d6.(5D).4s (4D).4d""","=""g 5G""","=""5""",,"=""""","=""L11631""",
Dy,2,"=""370.757""","=""""","=""440""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Sn,3,"=""370.761""","=""0.023""","=""177""","=""""",,"=""162726.6""","=""189690.7""","=""4d10.5s.6p""","=""1P*""","=""1""","=""4d10.5s.6d""","=""1D""","=""2""",,"=""""","=""L17864""",
W,1,"=""370.7611""","=""""","=""4w""","=""""",,"=""23930.08""","=""50894.12""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
Tc,1,"=""370.7627""","=""""","=""200""","=""""",,"=""16133.98""","=""43097.77""","=""4d5.5s2""","=""4G""","=""9/2""","=""4d6.(3D).5p""","=""4F*""","=""9/2""",,"=""""","=""L149""",
Xe,3,"=""370.763""","=""0.005""","=""1""","=""""",,"=""163527.40""","=""190491.16""","=""5s.5p5""","=""1P*""","=""1""","=""5s2.5p3.(2P*).6p""","=""1S""","=""0""",,"=""""","=""L10579""",
Er,2,"=""370.764""","=""""","=""520""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Fe,1,"=""370.78218""","=""0.00004""","=""81000""","=""6.33e+05""",B,"=""704.007""","=""27666.348""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""1""",,"=""T5720""","=""L11631""",
Am,2,"=""370.786""","=""""","=""100l""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3500""",
Fe,1,"=""370.79196""","=""0.00004""","=""93000""","=""3.32e+07""",B+,"=""17550.181""","=""44511.812""","=""3d7.(4P).4s""","=""a 5P""","=""3""","=""3d7.(4P).4p""","=""y 5S*""","=""2""",,"=""T5720""","=""L11631""",
Hf,1,"=""370.7920""","=""0.0010""","=""43""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
W,1,"=""370.7922""","=""""","=""300""","=""2.9e+06""",B,"=""2951.29""","=""29912.85""","=""5d5.(6S).6s""","=""7S""","=""3""","=""5d4.6s.(6D).6p""","=""5D*""","=""3""",,"=""T4976""","=""L153""",
Ne,2,"=""370.7996""","=""0.0010""","=""100""","=""""",,"=""276276.8361""","=""303237.8943""","=""2s2.2p4.(1D).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""2P""","=""3/2""",,"=""""","=""L1406""",
Be,2,"=""370.8""","=""0.10""","=""5*""","=""""",,"=""1071660+x""","=""1098622+x?""","=""1s.2s.4p""","=""4P*""","=""5/2""","=""1s.2p.4p""","=""4D""","=""3/2""",,"=""""","=""L12158""",
Be,2,"=""370.8""","=""0.10""","=""5*""","=""""",,"=""1071660+x""","=""1098622+x?""","=""1s.2s.4p""","=""4P*""","=""5/2""","=""1s.2p.4p""","=""4D""","=""5/2""",,"=""""","=""L12158""",
Be,2,"=""370.8""","=""0.10""","=""5*""","=""""",,"=""1071660+x""","=""1098622+x?""","=""1s.2s.4p""","=""4P*""","=""5/2""","=""1s.2p.4p""","=""4D""","=""7/2""",,"=""""","=""L12158""",
